family,verbatimScientificName
Saxifragaceae,Saxifraga debilis
Brassicaceae,Erysimum capitatum
Gentianaceae,Gentianella acuta
Asteraceae,Erigeron compositus
Pinaceae,Pinus aristata
Fabaceae,Trifolium brandegeei
Caryophyllaceae,Cerastium arvense subsp. strictum
Polemoniaceae,Polemonium viscosum
Polemoniaceae,Polemonium pulcherrimum subsp. delicatum
Saxifragaceae,Saxifraga bronchialis subsp. austromontana
Asteraceae,Erigeron melanocephalus
Orobanchaceae,Pedicularis parryi
Caryophyllaceae,Sabulina rubella
Crassulaceae,Rhodiola integrifolia subsp. integrifolia
Apiaceae,Angelica grayi
Caryophyllaceae,Cherleria obtusiloba
Poaceae,Poa glauca subsp. glauca
Cyperaceae,Carex ebenea
Cyperaceae,Carex haydeniana
Cyperaceae,Carex chalciolepis
Asteraceae,Tonestus pygmaeus
Plantaginaceae,Veronica wormskjoldii
Montiaceae,Claytonia megarhiza
Saxifragaceae,Saxifraga bronchialis
Saxifragaceae,Saxifraga cernua
Orobanchaceae,Castilleja occidentalis
Asteraceae,Cirsium funkiae
Salicaceae,Salix nivalis
Asteraceae,Erigeron melanocephalus
Asteraceae,Erigeron grandiflorus
Caryophyllaceae,Sabulina rubella
Asteraceae,Hymenoxys brandegeei
Rosaceae,Geum rossii var. turbinatum
Juncaceae,Luzula spicata
Caryophyllaceae,Silene acaulis
Poaceae,Poa glauca subsp. rupicola
Salicaceae,Salix brachycarpa var. brachycarpa
Fabaceae,Trifolium brandegeei
Brassicaceae,Draba streptobrachia
Asteraceae,Hieracium triste
Ranunculaceae,Aquilegia caerulea var. caerulea
Campanulaceae,Campanula rotundifolia
Boraginaceae,Mertensia alpina
Salicaceae,Salix nivalis
Cyperaceae,Carex haydeniana
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex nova
Caryophyllaceae,Eremogone fendleri
Polygonaceae,Bistorta bistortoides
Poaceae,Festuca idahoensis
Brassicaceae,Draba aurea
Rosaceae,Sibbaldia procumbens
Fabaceae,Trifolium brandegeei
Orobanchaceae,Pedicularis parryi
Pteridaceae,Cryptogramma acrostichoides
Rosaceae,Potentilla concinna var. concinna
Asteraceae,Hymenoxys brandegeei
Plantaginaceae,Besseya alpina
Cyperaceae,Carex chalciolepis
Salicaceae,Salix nivalis
Cyperaceae,Carex chalciolepis
Asteraceae,Erigeron grandiflorus
Plantaginaceae,Penstemon whippleanus
Caryophyllaceae,Sabulina rubella
Brassicaceae,Noccaea fendleri subsp. glauca
Brassicaceae,Erysimum capitatum var. purshii
Rosaceae,Potentilla saximontana
Brassicaceae,Draba crassifolia
Fabaceae,Trifolium attenuatum
Polemoniaceae,Phlox pulvinata
Apiaceae,Angelica grayi
Fabaceae,Trifolium attenuatum
Ranunculaceae,Aquilegia caerulea var. caerulea
Caryophyllaceae,Eremogone fendleri
Fabaceae,Trifolium dasyphyllum
Poaceae,Koeleria spicata
Caryophyllaceae,Eremogone fendleri
Selaginellaceae,Selaginella densa var. scopulorum
Cyperaceae,Carex haydeniana
Asteraceae,Antennaria rosea subsp. confinis
Rosaceae,Dasiphora fruticosa
Caryophyllaceae,Cherleria obtusiloba
Melanthiaceae,Anticlea elegans
Poaceae,Elymus trachycaulus subsp. trachycaulus
Poaceae,Poa abbreviata subsp. pattersonii
Brassicaceae,Draba streptobrachia
Poaceae,Elymus trachycaulus subsp. Violaceus
Cyperaceae,Carex phaeocephala
Polemoniaceae,Polemonium viscosum
Brassicaceae,Smelowskia americana
Ericaceae,Vaccinium scoparium
Poaceae,Agrostis idahoensis
Poaceae,Poa glauca subsp. rupicola
Asteraceae,Erigeron pinnatisectus
Cyperaceae,Carex haydeniana
Saxifragaceae,Saxifraga flagellaris
Rosaceae,Sibbaldia procumbens
Liliaceae,Gagea serotina
Caryophyllaceae,Eremogone fendleri
Rosaceae,Sibbaldia procumbens
Brassicaceae,Smelowskia americana
Ranunculaceae,Ranunculus pedatifidus var. affinis
Plantaginaceae,Veronica wormskjoldii
Brassicaceae,Erysimum capitatum
Caryophyllaceae,Cerastium arvense subsp. strictum
Apiaceae,Angelica grayi
Poaceae,Festuca minutiflora
Poaceae,Calamagrostis purpurascens
Cyperaceae,Carex chalciolepis
Selaginellaceae,Selaginella densa var. scopulorum
Primulaceae,Primula angustifolia
Asteraceae,Artemisia scopulorum
Saxifragaceae,Saxifraga flagellaris
Juncaceae,Luzula spicata
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Cherleria obtusiloba
Brassicaceae,Noccaea fendleri subsp. glauca
Rosaceae,Potentilla subgorodkovii
Boraginaceae,Mertensia ovata var. ovata
Cyperaceae,Carex elynoides
Polygonaceae,Bistorta bistortoides
Boraginaceae,Mertensia bakeri
Asteraceae,Achillea millefolium
Caryophyllaceae,Eremogone fendleri
Montiaceae,Claytonia megarhiza
Poaceae,Calamagrostis purpurascens
Cyperaceae,Carex elynoides
Poaceae,Poa glauca subsp. rupicola
Apiaceae,Oreoxis alpina
Asteraceae,Cirsium funkiae
Asteraceae,Artemisia scopulorum
Orobanchaceae,Castilleja miniata var. miniata
Cyperaceae,Carex albonigra
Caryophyllaceae,Silene acaulis
Poaceae,Festuca minutiflora
Caryophyllaceae,Silene
Brassicaceae,Erysimum capitatum
Brassicaceae,Draba aurea
Asteraceae,Taraxacum ceratophorum
Amaryllidaceae,Allium geyeri var. geyeri
Caryophyllaceae,Stellaria umbellata
Asteraceae,Senecio soldanella
Saxifragaceae,Saxifraga bronchialis
Cupressaceae,Juniperus communis var. depressa
Cyperaceae,Carex albonigra
Cystopteridaceae,Cystopteris fragilis
Poaceae,Koeleria spicata
Caryophyllaceae,Cerastium arvense subsp. strictum
Plantaginaceae,Penstemon hallii
Asteraceae,Taraxacum officinale
Primulaceae,Androsace chamaejasme subsp. lehmanniana
Plantaginaceae,Veronica serpyllifolia
Caryophyllaceae,Stellaria longipes subsp. longipes
Poaceae,Poa glauca subsp. glauca
Fabaceae,Trifolium attenuatum
Salicaceae,Salix brachycarpa var. brachycarpa
Brassicaceae,Draba streptocarpa
Fabaceae,Trifolium parryi
Poaceae,Phleum alpinum
Asteraceae,Artemisia scopulorum
Rosaceae,Geum rossii var. turbinatum
Orobanchaceae,Castilleja rhexiifolia
Asteraceae,Senecio crassulus
Brassicaceae,Smelowskia americana
Rosaceae,Potentilla townsendii
Polemoniaceae,Phlox pulvinata
Poaceae,Koeleria spicata
Brassicaceae,Boechera stricta
Asteraceae,Senecio amplectens var. holmii
Rosaceae,Potentilla concinna var. concinna
Caryophyllaceae,Stellaria irrigua
Plantaginaceae,Penstemon hallii
Saxifragaceae,Heuchera parvifolia
Asteraceae,Taraxacum officinale
Cyperaceae,Carex albonigra
Boraginaceae,Eritrichium argenteum
Poaceae,Poa alpina subsp. alpina
Salicaceae,Salix planifolia
Ophioglossaceae,Botrychium simplex var. compositum
Asteraceae,Packera werneriifolia
Poaceae,Poa lettermanii
Apiaceae,Podistera eastwoodiae
Boraginaceae,Mertensia bakeri
Orobanchaceae,Pedicularis parryi
Crassulaceae,Rhodiola integrifolia subsp. integrifolia
Boraginaceae,Mertensia franciscana
Poaceae,Elymus scribneri
Rosaceae,Dasiphora fruticosa
Poaceae,Poa interior
Ranunculaceae,Ranunculus inamoenus var. inamoenus
Ranunculaceae,Thalictrum alpinum
Ranunculaceae,Caltha chionophila
Cyperaceae,Carex elynoides
Brassicaceae,Erysimum capitatum var. purshii
Rosaceae,Potentilla gracilis
Boraginaceae,Mertensia ovata var. ovata
Fabaceae,Trifolium attenuatum
Asteraceae,Packera werneriifolia
Cyperaceae,Carex albonigra
Fabaceae,Trifolium nanum
Caryophyllaceae,Sabulina macrantha
Poaceae,Festuca minutiflora
Crassulaceae,Rhodiola integrifolia subsp. integrifolia
Caryophyllaceae,Sabulina macrantha
Asteraceae,Hymenoxys grandiflora
Caprifoliaceae,Valeriana edulis
Asteraceae,Taraxacum officinale
Selaginellaceae,Selaginella scopulorum
Caryophyllaceae,Silene acaulis
Asteraceae,Antennaria umbrinella
Poaceae,Poa arctica
Orobanchaceae,Castilleja occidentalis
Saxifragaceae,Heuchera parvifolia
Fabaceae,Trifolium nanum
Caryophyllaceae,Eremogone fendleri
Ranunculaceae,Ranunculus pedatifidus var. affinis
Saxifragaceae,Saxifraga debilis
Cyperaceae,Carex elynoides
Poaceae,Elymus scribneri
Asteraceae,Tonestus pygmaeus
Brassicaceae,Draba helleriana
Brassicaceae,Descurainia incana
Rosaceae,Potentilla subjuga
Caryophyllaceae,Silene acaulis
Brassicaceae,Draba cana
Poaceae,Poa alpina
Ranunculaceae,Aquilegia caerulea var. caerulea
Poaceae,Festuca saximontana var. saximontana
Ranunculaceae,Ranunculus alismifolius var. montanus
Caryophyllaceae,Stellaria longipes subsp. longipes
Caprifoliaceae,Valeriana acutiloba
Apiaceae,Oreoxis bakeri
Asteraceae,Tonestus pygmaeus
Asteraceae,Senecio atratus
Asteraceae,Ericameria discoidea var. discoidea
Polygonaceae,Oxyria digyna
Asteraceae,Achillea millefolium
Asteraceae,Artemisia scopulorum
Apiaceae,Oreoxis bakeri
Orobanchaceae,Castilleja occidentalis
Boraginaceae,Mertensia ovata var. ovata
Fabaceae,Trifolium nanum
Apiaceae,Oreoxis bakeri
Polygonaceae,Oxyria digyna
Onagraceae,Epilobium anagallidifolium
Brassicaceae,Smelowskia americana
Rosaceae,Geum rossii var. turbinatum
Brassicaceae,Descurainia kenheilii
Cyperaceae,Carex albonigra
Polemoniaceae,Phlox pulvinata
Asteraceae,Erigeron grandiflorus
Saxifragaceae,Micranthes rhomboidea
Orobanchaceae,Castilleja rhexiifolia
Orobanchaceae,Castilleja haydenii
Brassicaceae,Draba crassifolia
Orobanchaceae,Castilleja occidentalis
Rosaceae,Potentilla gracilis var. fastigiata
Brassicaceae,Erysimum capitatum
Brassicaceae,Draba cana
Rosaceae,Rubus idaeus var. strigosus
Polemoniaceae,Phlox condensata
Apiaceae,Pseudocymopterus montanus
Asteraceae,Senecio fremontii var. blitoides
Juncaceae,Juncus drummondii
Cyperaceae,Carex elynoides
Poaceae,Trisetum spicatum
Brassicaceae,Noccaea fendleri subsp. glauca
Cyperaceae,Kobresia myosuroides
Cyperaceae,Carex nigricans
Poaceae,Deschampsia brevifolia
Cyperaceae,Carex nova
Cyperaceae,Carex scopulorum
Gentianaceae,Gentiana algida
Cyperaceae,Carex praeceptorum
Cyperaceae,Carex stevenii
Cyperaceae,Carex nelsonii
Cyperaceae,Carex elynoides
Cyperaceae,Carex aquatilis
Poaceae,Podagrostis humilis
Cyperaceae,Carex nelsonii
Cyperaceae,Carex ebenea
Cyperaceae,Carex siccata
Cyperaceae,Carex nova
Cyperaceae,Carex albonigra
Juncaceae,Luzula spicata
Cyperaceae,Carex leporinella
Cyperaceae,Carex albonigra
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex nelsonii
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex illota
Cyperaceae,Carex haydeniana
Cyperaceae,Carex misandra
Caryophyllaceae,Minuartia macrantha
Crassulaceae,Rhodiola integrifolia
Cyperaceae,Carex vernacula
Cyperaceae,Carex micropoda
Cyperaceae,Carex albonigra
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex myosuroides
Polemoniaceae,Polemonium pulcherrimum subsp. delicatum
Juncaceae,Juncus triglumis subsp. albescens
Cyperaceae,Carex illota
Onagraceae,Epilobium anagallidifolium
Cyperaceae,Carex haydeniana
Cyperaceae,Carex haydeniana
Cyperaceae,Carex albonigra
Crassulaceae,Rhodiola integrifolia
Cyperaceae,Carex nova
Cyperaceae,Carex magellanica subsp. irrigua
Cyperaceae,Carex nigricans
Cyperaceae,Carex ebenea
Cyperaceae,Carex vernacula
Fabaceae,Hedysarum boreale
Cyperaceae,Carex ebenea
Juncaceae,Juncus drummondii
Cyperaceae,Carex phaeocephala
Cyperaceae,Carex phaeocephala
Cyperaceae,Carex vernacula
Cyperaceae,Carex albonigra
Juncaceae,Luzula spicata
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex illota
Juncaceae,Juncus drummondii
Cyperaceae,Eriophorum scheuchzeri
Cyperaceae,Carex albonigra
Juncaceae,Juncus castaneus
Cyperaceae,Eriophorum scheuchzeri
Cyperaceae,Carex geyeri
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex micropoda
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex lachenalii
Juncaceae,Juncus mertensianus
Cyperaceae,Carex phaeocephala
Juncaceae,Juncus drummondii
Cyperaceae,Carex perglobosa
Cyperaceae,Carex scirpoidea subsp. pseudoscirpoidea
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex pelocarpa
Juncaceae,Juncus castaneus
Cyperaceae,Carex saxatilis
Cyperaceae,Carex lachenalii
Cyperaceae,Carex saxatilis
Cyperaceae,Carex lachenalii
Cyperaceae,Carex nova
Cyperaceae,Carex nova
Pteridaceae,Cryptogramma acrostichoides
Juncaceae,Luzula spicata
Cyperaceae,Carex micropoda
Plantaginaceae,Besseya alpina
Cyperaceae,Carex phaeocephala
Cyperaceae,Carex haydeniana
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex micropoda
Cyperaceae,Carex aquatilis
Cyperaceae,Carex vernacula
Cyperaceae,Carex nelsonii
Cyperaceae,Carex nova
Cyperaceae,Carex vernacula
Cyperaceae,Carex nova
Asteraceae,Rydbergia grandiflora
Juncaceae,Juncus drummondii
Asteraceae,Arnica mollis
Onagraceae,Epilobium saximontanum
Juncaceae,Juncus saximontanus
Cyperaceae,Carex scopulorum
Cyperaceae,Carex perglobosa
Asteraceae,Antennaria media
Cyperaceae,Carex nigricans
Gentianaceae,Gentianopsis thermalis
Juncaceae,Luzula parviflora
Polemoniaceae,Polemonium viscosum
Cyperaceae,Carex scirpoidea subsp. pseudoscirpoidea
Asteraceae,Cirsium hesperium
Cyperaceae,Carex nelsonii
Cyperaceae,Carex haydeniana
Cyperaceae,Carex nelsonii
Cyperaceae,Carex myosuroides
Brassicaceae,Rorippa alpina
Polemoniaceae,Polemonium viscosum
Cyperaceae,Carex myosuroides
Cyperaceae,Carex nelsonii
Cyperaceae,Carex canescens
Cyperaceae,Carex phaeocephala
Poaceae,Deschampsia brevifolia
Gentianaceae,Gentiana prostrata
Salicaceae,Salix petrophila
Asteraceae,Tonestus pygmaeus
Brassicaceae,Rorippa alpina
Cyperaceae,Carex nova
Cyperaceae,Carex nova
Cyperaceae,Carex ebenea
Caryophyllaceae,Sagina saginoides
Juncaceae,Luzula spicata
Juncaceae,Juncus mertensianus
Asteraceae,Artemisia scopulorum
Cyperaceae,Carex nigricans
Juncaceae,Juncus mertensianus
Cyperaceae,Carex saxatilis
Cyperaceae,Carex perglobosa
Cyperaceae,Carex vernacula
Cyperaceae,Carex micropoda
Cyperaceae,Carex haydeniana
Cyperaceae,Carex saxatilis
Brassicaceae,Draba crassifolia
Saxifragaceae,Saxifraga bronchialis
Cyperaceae,Carex ebenea
Asteraceae,Senecio amplectens
Cyperaceae,Carex nelsonii
Brassicaceae,Erysimum capitatum var. purshii
Cyperaceae,Carex saxatilis
Cyperaceae,Carex micropoda
Juncaceae,Luzula spicata
Violaceae,Viola adunca
Cyperaceae,Carex scirpoidea subsp. pseudoscirpoidea
Juncaceae,Juncus drummondii
Asteraceae,Senecio fremontii
Plantaginaceae,Veronica nutans
Brassicaceae,Erysimum capitatum var. purshii
Cyperaceae,Carex saxatilis
Cyperaceae,Carex egglestonii
Saxifragaceae,Saxifraga rhomboidea
Gentianaceae,Comastoma tenellum
Cyperaceae,Carex nigricans
Cyperaceae,Carex ebenea
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex haydeniana
Cyperaceae,Carex macloviana
Poaceae,Elymus bakeri
Juncaceae,Luzula spicata
Cyperaceae,Carex scirpoidea subsp. pseudoscirpoidea
Cyperaceae,Carex micropoda
Cyperaceae,Carex ebenea
Cyperaceae,Carex phaeocephala
Caprifoliaceae,Valeriana edulis
Cyperaceae,Carex vernacula
Cyperaceae,Carex chalciolepis
Cyperaceae,Carex nelsonii
Cyperaceae,Eriophorum scheuchzeri
Juncaceae,Juncus castaneus
Cyperaceae,Carex phaeocephala
Cyperaceae,Carex nigricans
Asteraceae,Erigeron leiomerus
Cyperaceae,Carex praeceptorum
Cyperaceae,Carex arapahoensis
Cyperaceae,Carex haydeniana
Cyperaceae,Carex illota
Cyperaceae,Carex nova
Poaceae,Poa rupicola
Polygonaceae,Polygonum bistortoides
Polygonaceae,Polygonum bistortoides
Apiaceae,Oreoxis humilis
Ericaceae,Kalmia microphylla
Ericaceae,Arctostaphylos uva-ursi subsp. stipitata
Crassulaceae,Sedum integrifolium
Ericaceae,Kalmia microphylla
Sphagnaceae,Sphagnum warnstorfii
Asteraceae,Senecio atratus Greene
Caprifoliaceae,Lonicera involucrata (Richardson) Banks ex Spreng.
Fabaceae,Hedysarum boreale
Plantaginaceae,Penstemon whippleanus
Polygonaceae,Oxyria digyna
Cyperaceae,Carex nelsonii
Caryophyllaceae,Eremogone fendleri
Violaceae,Viola adunca
Primulaceae,Primula parryi
Polemoniaceae,Polemonium pulcherrimum delicatum
Rosaceae,Geum rossii
Caryophyllaceae,Cherleria obtusiloba
Cupressaceae,Juniperus communis
Hydrophyllaceae,Phacelia sericea
Orobanchaceae,Castilleja occidentalis
Asteraceae,Packera werneriifolia
Rosaceae,Geum rossii
Polemoniaceae,Phlox condensata
Plantaginaceae,Penstemon hallii
Plantaginaceae,Veronica besseya
Orobanchaceae,Pedicularis groenlandica
Gentianaceae,Gentianella amarella
Onagraceae,Chamaenerion angustifolium
Ranunculaceae,Aquilegia coerulea
Crassulaceae,Rhodiola integrifolia
Polygonaceae,Bistorta bistortoides
Polemoniaceae,Polemonium viscosum
Orobanchaceae,Pedicularis groenlandica
Boraginaceae,Eritrichium argenteum
Caryophyllaceae,Silene acaulis
Polygonaceae,Oxyria digyna
Rosaceae,Geum rossii
Caryophyllaceae,Cherleria obtusiloba
Asteraceae,Hymenoxys grandiflora
Ranunculaceae,Aquilegia coerulea
Fabaceae,Trifolium nanum
Fabaceae,Oxytropis podocarpa
Melanthiaceae,Anticlea elegans
Boraginaceae,Mertensia ciliata
Fabaceae,Trifolium parryi
Asteraceae,Heterotheca pedunculata
Polemoniaceae,Polemonium confertum
Rosaceae,Geum rossii
Asteraceae,Chaenactis douglasii
Rosaceae,Dryas hookeriana
Orobanchaceae,Castilleja occidentalis
Crassulaceae,Rhodiola rhodantha
Ranunculaceae,Delphinium barbeyi
Fabaceae,Oxytropis borealis
Rosaceae,Ivesia gordonii
Rosaceae,Geum rossii turbinatum
Linaceae,Linum lewisii
Plantaginaceae,Chionophila jamesii
Polygonaceae,Eriogonum umbellatum
Fabaceae,Trifolium parryi
Gentianaceae,Gentiana prostrata
Pinaceae,Pinus aristata
Caryophyllaceae,Cherleria obtusiloba
Saxifragaceae,Micranthes odontoloma
Crassulaceae,Rhodiola integrifolia
Polygonaceae,Bistorta vivipara
Pinaceae,Picea engelmannii
Hydrophyllaceae,Phacelia sericea
Crassulaceae,Rhodiola integrifolia
Rosaceae,Geum rossii turbinatum
Ranunculaceae,Aquilegia saximontana
Caryophyllaceae,Cherleria obtusiloba
Plantaginaceae,Penstemon hallii
Plantaginaceae,Penstemon hallii
Plantaginaceae,Penstemon whippleanus
Plantaginaceae,Penstemon procerus var. procerus
Plantaginaceae,Penstemon whippleanus
Elaeagnaceae,Shepherdia canadensis
Plantaginaceae,Penstemon whippleanus
Plantaginaceae,Penstemon rydbergii var. rydbergii
Boraginaceae,Eritrichium argenteum
Plantaginaceae,Chionophila jamesii
Ericaceae,Arctostaphylos uva-ursi
Montiaceae,Montia chamissoi
Brassicaceae,Erysimum capitatum
Plantaginaceae,Veronica besseya
Orobanchaceae,Pedicularis bracteosa paysoniana
Brassicaceae,Erysimum capitatum
Rosaceae,Geum rossii
Melanthiaceae,Veratrum californicum
Crassulaceae,Rhodiola rhodantha
Saxifragaceae,Micranthes rhomboidea
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Pedicularis groenlandica
Polygonaceae,Bistorta bistortoides
Polemoniaceae,Ipomopsis globularis
Polygonaceae,Oxyria digyna
Brassicaceae,Cardamine cordifolia
Montiaceae,Lewisia pygmaea
Orobanchaceae,Pedicularis bracteosa
Fabaceae,Trifolium parryi
Crassulaceae,Sedum lanceolatum
Caryophyllaceae,Cherleria obtusiloba
Rosaceae,Geum rossii
Hydrophyllaceae,Phacelia sericea
Primulaceae,Primula parryi
Polemoniaceae,Polemonium viscosum
Ranunculaceae,Caltha chionophila
Crassulaceae,Rhodiola integrifolia
Asteraceae,Hymenoxys grandiflora
Polemoniaceae,Polemonium viscosum
Caryophyllaceae,Cherleria obtusiloba
Primulaceae,Primula parryi
Polemoniaceae,Polemonium confertum
Polygonaceae,Bistorta bistortoides
Crassulaceae,Rhodiola integrifolia
Asteraceae,Chaenactis douglasii
Ranunculaceae,Caltha chionophila
Plantaginaceae,Penstemon whippleanus
Asteraceae,Erigeron pinnatisectus
Brassicaceae,Smelowskia americana
Brassicaceae,Physaria alpina
Gentianaceae,Gentiana parryi
Orobanchaceae,Castilleja rhexiifolia
Rosaceae,Geum rossii
Fabaceae,Oxytropis podocarpa
Brassicaceae,Noccaea fendleri
Caryophyllaceae,Silene acaulis
Asteraceae,Senecio atratus
Rosaceae,Geum rossii
Ranunculaceae,Delphinium barbeyi
Crassulaceae,Rhodiola rhodantha
Ranunculaceae,Delphinium barbeyi
Asteraceae,Erigeron pinnatisectus
Plantaginaceae,Veronica besseya
Crassulaceae,Rhodiola integrifolia
Crassulaceae,Rhodiola integrifolia
Asteraceae,Agoseris aurantiaca
Gentianaceae,Gentiana algida
Rosaceae,Geum rossii turbinatum
Gentianaceae,Swertia perennis
Asteraceae,Hymenoxys grandiflora
Hydrophyllaceae,Phacelia sericea
Ericaceae,Vaccinium scoparium
Gentianaceae,Gentiana algida
Orobanchaceae,Castilleja occidentalis
Saxifragaceae,Micranthes rhomboidea
Crassulaceae,Rhodiola integrifolia
Polemoniaceae,Polemonium pulcherrimum
Primulaceae,Primula parryi
Asteraceae,Cirsium scopulorum
Gentianaceae,Gentiana parryi
Polygonaceae,Bistorta bistortoides
Rosaceae,Sibbaldia procumbens
Ranunculaceae,Trollius albiflorus
Brassicaceae,Cardamine cordifolia
Ranunculaceae,Delphinium barbeyi
Juncaceae,Luzula spicata
Brassicaceae,Erysimum capitatum
Saxifragaceae,Saxifraga bronchialis
Caryophyllaceae,Silene acaulis
Asteraceae,Cirsium scopulorum
Ranunculaceae,Caltha chionophila
Melanthiaceae,Anticlea elegans
Orobanchaceae,Pedicularis parryi
Rosaceae,Geum triflorum
Parnassiaceae,Parnassia fimbriata
Pinaceae,Abies lasiocarpa
Ranunculaceae,Trollius albiflorus
Crassulaceae,Rhodiola integrifolia
Hydrophyllaceae,Phacelia sericea
Rosaceae,Geum rossii turbinatum
Boraginaceae,Mertensia ciliata
Salicaceae,Salix reticulata
Asteraceae,Cirsium funkiae
Saxifragaceae,Telesonix jamesii
Hydrophyllaceae,Phacelia sericea
Orobanchaceae,Castilleja rhexiifolia
Orobanchaceae,Castilleja occidentalis
Apiaceae,Angelica grayi
Gentianaceae,Gentiana algida
Brassicaceae,Cardamine cordifolia
Asteraceae,Hymenoxys grandiflora
Rosaceae,Geum rossii turbinatum
Polygonaceae,Bistorta bistortoides
